videoId,commentId,commentAuthor,authorChannelId,commentText,commentLikeCount,commentPublishedAt,commentUpdatedAt,commentReplyCount,language,textClean,feeling
lB55QLK_fI4,UgyIrb9OWxJttwos6p94AaABAg,@alineneves3628,UCv46l4-2Us62XMU8aD8YYBQ,"Eu sabia que a Eve falaria sobre isso. E sabia que ela ficaria tão sensível porque ela sempre falou de coisas assim. Assisti o vídeo do Felca, antes dele falar assisti o da Ismeow, da Isabelly Vidal que polemizou.",0.0,2025-08-11T19:58:43Z,2025-08-11T19:58:43Z,0.0,pt,"Eu sabia que a Eve falaria sobre isso. E sabia que ela ficaria tão sensível porque ela sempre falou de coisas assim. Assisti o vídeo do Felca, antes dele falar assisti o da Ismeow, da Isabelly Vidal que polemizou.",Neutro
yGR28TaAfZE,UgxHPW74fIwwrG0UwEt4AaABAg,@Minato-zh2,UCU_vtRbu30AjL2r0VwCSLBw,-queremos o chat kkkkk-,0.0,2026-03-12T19:06:42Z,2026-03-12T19:06:42Z,0.0,pt,-queremos o chat kkkkk-,Neutro
Ss28NGExkEg,Ugy0JzVj5fAMEf4XFit4AaABAg,@wiracahe127,UCZrHZ5zSE37KdIc3ywmbn7A,"assim até a unimed tem vazamentos de dados
quero ver o tanto de deepfake vai existir com essas dados de rosto, um prato cheio pra alimentar IAs, parabéns a todos envolvidos
se fossem competentes teriam proucurado jogos que tem o público formado em sua maior parte pelo público infanto juvenil de fato, visto que os jogos tem dados de usuários consequentemente teriam sim dados como idade...

Lootbox nem é pra tanto, até um tempo atrás o próprio lol tentou tirar e a comunidade cobrou pq era uma forma única para ganhar skins de fato",0.0,2026-03-20T18:57:28Z,2026-03-20T18:57:28Z,0.0,pt,"assim até a unimed tem vazamentos de dados quero ver o tanto de deepfake vai existir com essas dados de rosto, um prato cheio pra alimentar IAs, parabéns a todos envolvidos se fossem competentes teriam proucurado jogos que tem o público formado em sua maior parte pelo público infanto juvenil de fato, visto que os jogos tem dados de usuários consequentemente teriam sim dados como idade... Lootbox nem é pra tanto, até um tempo atrás o próprio lol tentou tirar e a comunidade cobrou pq era uma forma única para ganhar skins de fato",Neutro
cYEkXd2eqLY,UgxfybjsIG3z0Efgtyl4AaABAg,@IsabelleSilveira-u7d,UCpsSgdUsYlJC8HxH0YvUCDg,Noooo policia nooooo,0.0,2026-02-16T18:26:50Z,2026-02-16T18:26:50Z,0.0,pt,Noooo policia nooooo,Neutro
P8gPkH9pmHM,UgxwGb0BKypNAQtDWDF4AaABAg,@lucianofavaro,UCQ8iyl9Su0boZg_2ww7IUbQ,Podiam proibir as crianças de acessar o g1,0.0,2026-01-15T10:30:43Z,2026-01-15T10:30:43Z,0.0,pt,Podiam proibir as crianças de acessar o g1,Neutro
g43mMCS5xcQ,UgwLfPlRN4gALtC423R4AaABAg,@alexandreandrade2902,UCNUSYwxu-2XVEZkfb2O3QKw,Esse cara já mentiu pra mim não to acreditando mais vai que,0.0,2026-03-18T02:11:49Z,2026-03-18T02:11:49Z,0.0,pt,Esse cara já mentiu pra mim não to acreditando mais vai que,Neutro
-8LKdYWDEU0,UgzcN21m2CiUFRdgUVl4AaABAg,@Noobz-r5w,UC3pUQbfHAfPhAsLTUNHcn2Q,Vira pai já e ruim man💀,2.0,2026-01-22T22:38:43Z,2026-01-22T22:38:50Z,0.0,pt,Vira pai já e ruim man💀,Negativo
u67OpQIyIoM,UgwLYQjzdsR5kx9rcL94AaABAg,@fiskaldcool6285,UCt_VWVYxq1bJZaHqvEvLeBA,"Parabéns aos envolvidos, o cara faz uma coisa que presta e é captado pelo sistema kk",0.0,2026-03-21T22:08:19Z,2026-03-21T22:08:19Z,0.0,pt,"Parabéns aos envolvidos, o cara faz uma coisa que presta e é captado pelo sistema kk",Neutro
cH_jRpUB7-k,UgwcXR0BNCbPSXDPgw14AaABAg,@OFerreira137,UC5WJTWYYDQm0yj3J8y5gHFA,Faz u f de fezes,2.0,2026-03-21T19:51:45Z,2026-03-21T19:51:45Z,0.0,pt,Faz u f de fezes,Negativo
TGcS4hJskU0,UgyEzcxP3CGzUjza0zd4AaABAg,@DiegoRibeiro-k5s,UCWlUQsGIiiNdvWlCsjZPYbA,Ajudando na ditadura americana,0.0,2026-03-24T15:40:58Z,2026-03-24T15:40:58Z,0.0,pt,Ajudando na ditadura americana,Neutro
kUh6e-1Mi00,UgwnJXOv6QqQN1QodpN4AaABAg,@tammysilvestrini9678,UCwOBt3NJ8u6BGayacgEFVBQ,Amei essa entrevista 👏👏👏,0.0,2025-10-19T02:09:33Z,2025-10-19T02:09:33Z,0.0,pt,Amei essa entrevista 👏👏👏,Positivo
VuV6NVHDiWY,UgyX2P9vYsW-k-1FAn94AaABAg,@SimoneRodrigues12,UCMaHCINzmvgsw0p__0GQ4Xg,A menina tá parecendo a minha professora de artes nossa senhora,1.0,2026-03-11T12:44:07Z,2026-03-11T12:44:07Z,0.0,pt,A menina tá parecendo a minha professora de artes nossa senhora,Neutro
mmPsIJGyEHo,UgzYpE7NYcxVGlqXx-94AaABAg,@sonicblue9696,UCPGLZMTc0aVmhLxQVhK6vMg,Mais uma vez vou dizer existe ferramenta chamada de vpn premium e GPS Fake esquece a censura criminosa Lula,1.0,2026-03-19T23:40:29Z,2026-03-19T23:40:29Z,0.0,pt,Mais uma vez vou dizer existe ferramenta chamada de vpn premium e GPS Fake esquece a censura criminosa Lula,Negativo
o1uAOWZOWNs,UgwKcH6ENK3rBQI4UK54AaABAg,@martasantos-qh1qe,UCMiNgSnDg2G406b_HVfaegA,Fato que pelo oque me lembro o Roblox já tava planejando fazer isso antes mesmo da lei felca existir,1.0,2026-03-22T22:04:42Z,2026-03-22T22:04:42Z,0.0,pt,Fato que pelo oque me lembro o Roblox já tava planejando fazer isso antes mesmo da lei felca existir,Neutro
LMJQW5Vj6Cw,UgzOl5G0z3zJgSVgU9J4AaABAg,@MadalenaSilva-l7p,UCHb-m6yFt2n5Ah8Q7y2sbtg,O tema será sibre saúde,0.0,2025-11-08T22:36:09Z,2025-11-08T22:36:09Z,0.0,pt,O tema será sibre saúde,Neutro
JT_5jY7-N_4,UgwErbV_rgFyWzBNo8F4AaABAg,@leFrederic,UCJZApvonhyhie94HxkzWnXQ,"""Quem gozou isso"" KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK 😂",5.0,2026-03-01T00:26:03Z,2026-03-01T00:26:03Z,0.0,pt,"""Quem gozou isso"" KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK 😂",Neutro
Q2o_Z7ADJGc,UgwUj3NPoojlVKeovnp4AaABAg,@CroissantQuossant,UCVZV0HsfXbl9IkSJFAmNuPQ,"Nintendo, agora sim, pode processar",0.0,2026-03-24T23:55:51Z,2026-03-24T23:55:51Z,0.0,pt,"Nintendo, agora sim, pode processar",Neutro
LVExfEtteno,UgzqLQApIG8SOvp1qax4AaABAg,@diogenesdasilva5023,UC6AeDfN3jKvLBF2-GQ9OmPw,Tem protesto nos EUA E NO MEXICO TBM,1.0,2026-01-19T16:33:05Z,2026-01-19T16:33:05Z,0.0,pt,Tem protesto nos EUA E NO MEXICO TBM,Neutro
mYfAcGkS4ig,UgwqIJs7suTLUnC5FIN4AaABAg,@kevinlone2737,UCsHCZ_1M-sq6mbOQuVvMbeg,Credo cara tava melhor  só yutuber .globo pa vai ferra mante dele fica lá.. só petista lá... porra meda fleca,1.0,2025-10-20T18:12:29Z,2025-10-20T18:12:29Z,0.0,pt,Credo cara tava melhor só yutuber .globo pa vai ferra mante dele fica lá.. só petista lá... porra meda fleca,Negativo
CisD9YLelqQ,UgwwI_pJk0FIQ233Qr94AaABAg,@GeorgiaXimenes-gd2gf,UCSNHmew0-asaHTW2BLmLSEg,Ela foi freira tem uma história fantástica tem um raciocínio incrível ela faz cada reflexão 😢,3.0,2026-01-17T11:07:51Z,2026-01-17T11:07:51Z,0.0,pt,Ela foi freira tem uma história fantástica tem um raciocínio incrível ela faz cada reflexão 😢,Positivo
GAfRmmGEvgc,Ugwf_5SIWJnOSnKho-x4AaABAg,@adriana302,UCn-L8d_ZjUP2I9FYZy_0auQ,É um jogo que você tem que batalhar entre pinguins,0.0,2026-01-29T17:09:25Z,2026-01-29T17:09:25Z,0.0,pt,É um jogo que você tem que batalhar entre pinguins,Neutro
-HxmC9NUpNc,UgxX2rZPomZ2pufGHll4AaABAg,@legion1141,UCiRDwGE0pXQwLgKe2adB9ww,"Riot tem é mais q se FU***, skins de 1200 reais e lootbox (Cassino), mas é uma pena para outros jogos, mas para a Riot só desejo o pior, sem nem falar oque eles fizeram com o Hytale... Se não fosse o Simon o Hytale já estaria no limbo agora.",2.0,2026-03-16T18:53:43Z,2026-03-16T18:57:19Z,1.0,pt,"Riot tem é mais q se FU***, skins de 1200 reais e lootbox (Cassino), mas é uma pena para outros jogos, mas para a Riot só desejo o pior, sem nem falar oque eles fizeram com o Hytale... Se não fosse o Simon o Hytale já estaria no limbo agora.",Negativo
xMkH93h9i18,UgzvNlVpTAfoaF6Ghx14AaABAg,@LiviaLisboa-r3b8j,UCsrlAxTYmVqxOerRD5oeFdg,Eu estou cansada de tu,0.0,2026-01-26T14:18:52Z,2026-01-26T14:18:52Z,0.0,pt,Eu estou cansada de tu,Negativo
RIggDDcLpG4,UgwKZTV7gQknUI3SpoJ4AaABAg,@DaniloSantosNormalPlayer,UCfKeBOZBwqxApiI1m-YqApQ,"Tinha que tá transando na rua. Já que com 14 pode né, mas jogar LoL? Esquece, isso é pecado!",0.0,2026-03-21T14:30:16Z,2026-03-21T14:30:16Z,0.0,pt,"Tinha que tá transando na rua. Já que com 14 pode né, mas jogar LoL? Esquece, isso é pecado!",Negativo
OF-8gYfzjys,Ugwwaci6EtafKLvkj9t4AaABAg,@juniorcesar-dl7yy,UCkIrdQ1_yfxZfdTrqHz2uMA,Mbl nem moral tem pra falar de PT e PL é outro partido oportunista. Viviam puxando saco do Bolsonaro e depois PT. Agora ser isentão 😂,1.0,2026-03-20T14:58:43Z,2026-03-20T14:58:43Z,0.0,pt,Mbl nem moral tem pra falar de PT e PL é outro partido oportunista. Viviam puxando saco do Bolsonaro e depois PT. Agora ser isentão 😂,Negativo
VTN46ujw2Zc,Ugz-vUf9NcFX0y-FX1N4AaABAg,@Jogos_Insanos,UCZvDJr5pWBFZFNPSFZcn_TQ,Vão tentar matar ele agora,0.0,2025-08-27T00:51:24Z,2025-08-27T00:51:24Z,0.0,pt,Vão tentar matar ele agora,Negativo
CbAojmwoXwA,UgzsAszwW0eIV6NJ5Bx4AaABAg,@schneideralencar215,UCuigTpVP8j-enpZnGFRhsHQ,Acho é pouco!😂😂😂😂,0.0,2025-08-19T10:40:22Z,2025-08-19T10:40:22Z,0.0,pt,Acho é pouco!😂😂😂😂,Neutro
Pr5SPN0lsPo,UgxQZCEP7l6diS228Mt4AaABAg,@anacarolinakopchinsky7191,UC1LTGuQWcYMgRlN3BqeWpUw,Eu tenho chat,0.0,2026-03-23T14:42:22Z,2026-03-23T14:42:22Z,0.0,pt,Eu tenho chat,Neutro
iXb6xOaDcLw,UgxPlPYcQuvt1HqskHh4AaABAg,@Carlos_Silveira77,UCi040mecr8ba27Um5fnenGw,"Possivelmente, mais pra frente ela separa do VINI e vai pegar algum cantor internacional  famoso na minha opinião",1.0,2025-10-28T20:01:56Z,2025-10-28T20:01:56Z,0.0,pt,"Possivelmente, mais pra frente ela separa do VINI e vai pegar algum cantor internacional famoso na minha opinião",Neutro
4U61sbJtz6A,Ugzm45afOuEdeDw2p8d4AaABAg,@rejianarosario8235,UCANBgHY9eJpfXAdJyjx7L4w,Pra que um aluguel de 29 mil reais,0.0,2025-12-23T18:21:55Z,2025-12-23T18:21:55Z,0.0,pt,Pra que um aluguel de 29 mil reais,Neutro
6S1DBrorLCM,UgxdeckPTb4c60oOno14AaABAg,@Sae_itocchi,UCppx-1VBoH1qyqVU0mgWLsQ,Isso tá acontecendo por causa dos mlk que não sabe oque fala no Roblox pensa que ninguém ve era pra ter um sistema já de banimento automático assim que falar do felca,0.0,2026-01-16T17:48:07Z,2026-01-16T17:48:07Z,0.0,pt,Isso tá acontecendo por causa dos mlk que não sabe oque fala no Roblox pensa que ninguém ve era pra ter um sistema já de banimento automático assim que falar do felca,Neutro
e-Jk42GXilE,UgxVH6NLQHnz4eevhmJ4AaABAg,@luisdinho2892,UCufpMnCqrAvtCKkVjIvqSTg,xinglau te amo😍o melhor de tds ytbrtr,10.0,2025-12-10T14:25:53Z,2025-12-10T14:25:53Z,1.0,pt,xinglau te amo😍o melhor de tds ytbrtr,Positivo
-xopNuKtjuI,UgxgN5BrevPvP_N0VOR4AaABAg,@MELKI.777,UCdnYoRhR4D0_fsMD6YuPouw,"Esse site é ruim pra poxa , a pessoa se mata pra escanear a identidade,  mostra o rosto e nada de comprovar que é de maior , e pior é que eu tenho 19 anos já,  mas msm assim essa porcaria desse site não ajuda",0.0,2026-03-04T20:45:49Z,2026-03-04T20:45:49Z,0.0,pt,"Esse site é ruim pra poxa , a pessoa se mata pra escanear a identidade, mostra o rosto e nada de comprovar que é de maior , e pior é que eu tenho 19 anos já, mas msm assim essa porcaria desse site não ajuda",Neutro
8dIupZbwo9U,UgzLN32VFrmptL1FsER4AaABAg,@ruanharlley6169,UCAh2IniDqdC8YeeWrGzkR2A,"oxi, o que advogado de defesa tentaria fazer ali. confirmar q o felca ta certo em tudo, e pedir a condenação do hytalo ? po galera parem de ser burros, é claro q eles vão tentar descredibilizar ele",0.0,2026-01-15T12:11:37Z,2026-01-15T12:11:37Z,0.0,pt,"oxi, o que advogado de defesa tentaria fazer ali. confirmar q o felca ta certo em tudo, e pedir a condenação do hytalo ? po galera parem de ser burros, é claro q eles vão tentar descredibilizar ele",Negativo
CixYH5RWtfs,Ugw8BQnuvL-lYJ55gpV4AaABAg,@clindercrespo,UCAJqVprEpapdlY11-MM37mw,20 milhões de pessoas sem internet faz o L,0.0,2025-10-25T16:38:55Z,2025-10-25T16:38:55Z,0.0,pt,20 milhões de pessoas sem internet faz o L,Negativo
5bDEMrWn0Us,Ugz1rkK_2aQvOAHR1PB4AaABAg,@yassimao7174,UCyhAHasyeISaTpVnlffoWew,"E vamos de muita terapia na gata quando ela crescer né. O pior é que muita menina de 12 e 13 anos, pelo menos na escola que trabalho, gosta de se vestir assim, quer parecer adultas, mas o mais preocupante da north é ´ra além das roupas, a exposição",0.0,2026-02-28T16:02:52Z,2026-02-28T16:02:52Z,0.0,pt,"E vamos de muita terapia na gata quando ela crescer né. O pior é que muita menina de 12 e 13 anos, pelo menos na escola que trabalho, gosta de se vestir assim, quer parecer adultas, mas o mais preocupante da north é ´ra além das roupas, a exposição",Neutro
cH_jRpUB7-k,Ugy2YyANZlK7x9zhT7Z4AaABAg,@criaturinhasdeDeus,UCH5YTFiIQ5dT4wY76TBrAtA,"Felca e sua síndromes de divindade, é como dizem ""ou voce morre como herói ou vive o bastante para se tornar o vilão"" felca perdeu completamente a credibilidade quando se vendeu para a rede globo e agora ele se enterrou ao apoiar essa merda de lei que só tem por real objetivo uma ditadura digital",0.0,2026-03-24T12:55:09Z,2026-03-24T12:55:09Z,0.0,pt,"Felca e sua síndromes de divindade, é como dizem ""ou voce morre como herói ou vive o bastante para se tornar o vilão"" felca perdeu completamente a credibilidade quando se vendeu para a rede globo e agora ele se enterrou ao apoiar essa merda de lei que só tem por real objetivo uma ditadura digital",Negativo
1GJa-j4zTgo,UgxcRPjf0EIjCpqXBfN4AaABAg,@LuertoCauã-f5t,UCSF31zZNkuv3xcEJySbQMCA,O cara farmando aura 99999+,0.0,2025-10-16T15:12:58Z,2025-10-16T15:12:58Z,0.0,pt,O cara farmando aura 99999+,Neutro
Ec5OZt3u66w,UgxO9uvAs_05OLeEsZR4AaABAg,@felipexx0007,UCzUI9kaRCDlz55oBRMN7VYA,Atualmente virei dependente de vpn kakkak,0.0,2026-03-21T18:22:26Z,2026-03-21T18:22:26Z,0.0,pt,Atualmente virei dependente de vpn kakkak,Neutro
rhHJwMJqaz4,UgyUORelZNKYIUxu3j94AaABAg,@Ls_Lus,UCCd2TmB-kQTTMUXT05qs8Mg,Elas n podem mais conversar com seus donos😭😭🙏🙏,6.0,2026-01-15T17:09:49Z,2026-01-15T17:13:18Z,3.0,pt,Elas n podem mais conversar com seus donos😭😭🙏🙏,Neutro
Luuxbx8pvwY,Ugy8U1b2RsuWtaewv-l4AaABAg,@HugoGabrielFou,UCjzMobFhl6xb94h--8uBdYg,Kskskak foi mal não aguentei ksksk,0.0,2026-01-25T16:41:14Z,2026-01-25T16:41:14Z,0.0,pt,Kskskak foi mal não aguentei ksksk,Neutro
9m4pROT-a_M,UgxXYxQ9n1jWexU5vod4AaABAg,@nicolasevaristo,UCXC7TrYpAjUHTO-y-8o0wpA,caaaaala boca,0.0,2026-01-20T16:09:28Z,2026-01-20T16:09:28Z,0.0,pt,caaaaala boca,Negativo
ed5SnEyNHOQ,Ugxa5nQctNx24bIVLqN4AaABAg,@RosileneSouza-r7b,UCYZqpy-yWQ5e7DwZhn4WFgA,"Ela acertou a cabeça dele dando o troco!! 😂😂😂 , olha a carinha dela quando acerta!! 😅😅",10.0,2026-02-23T19:02:16Z,2026-02-23T19:02:16Z,0.0,pt,"Ela acertou a cabeça dele dando o troco!! 😂😂😂 , olha a carinha dela quando acerta!! 😅😅",Neutro
m8XtyJ0D9TM,Ugx7DVNucN5JdhTjmZF4AaABAg,@laurasousa559,UCUxLuViONSyJU1epi5USj5Q,Felca vc será o presidente do Brasil 🇧🇷 com fé em Deus,0.0,2025-08-14T13:09:51Z,2025-08-14T13:09:51Z,0.0,pt,Felca vc será o presidente do Brasil 🇧🇷 com fé em Deus,Neutro
QMmsmvVrhRk,UgyOfuwUjyv7LKLmfmN4AaABAg,@HenriqueSIIva-zo6jz-7,UCtD4sWgk_1LiSSCPx8rTqPw,"Se eu encontrar vídeo desses youtubers, eu vou denunciar.",21.0,2026-03-18T12:23:26Z,2026-03-18T12:23:26Z,0.0,pt,"Se eu encontrar vídeo desses youtubers, eu vou denunciar.",Negativo
FFXgA7xSPPE,UgxlLAX6wIzhsVBkKY54AaABAg,@IgorAndrade-rc9uo,UCs5jLsn6fQb-vhbjmOU0otg,"Caraca, pegaram um vídeo da Tia Jô, do Congresso dos Gideões Missionários, Da Última Hora, kkkkkkk.... A coitada não sabe do que tá falando não....",0.0,2026-03-25T01:32:10Z,2026-03-25T01:32:10Z,0.0,pt,"Caraca, pegaram um vídeo da Tia Jô, do Congresso dos Gideões Missionários, Da Última Hora, kkkkkkk.... A coitada não sabe do que tá falando não....",Neutro
oERUcd0ZLto,UgxW5dCEv_VJnZBUczp4AaABAg,@Keaton.,UChP_EJv311zod6NOvs_Qqmg,Quero nem ver... vou ter de autenticar 30 contas do Gmail... Aaaaaaaaaaaaaaaa.. vou mudar tudo pra estados unidos e usar VPN...,0.0,2025-08-28T16:18:37Z,2025-08-28T16:18:37Z,1.0,pt,Quero nem ver... vou ter de autenticar 30 contas do Gmail... Aaaaaaaaaaaaaaaa.. vou mudar tudo pra estados unidos e usar VPN...,Neutro
dIH_yHLarb0,Ugw23C-peemNaLGZJXx4AaABAg,@miguelprxd,UCk1ZI5CetmVK1TRH5S3zGqg,fui o 1 so fa de vcs,2.0,2026-01-14T23:31:16Z,2026-01-14T23:31:16Z,2.0,pt,fui o 1 so fa de vcs,Positivo
7aEm9egeLV8,Ugw2QIsVRjQZaVt8ytt4AaABAg,@Caramelo_Fofo-h6s,UCvREacQlxrh5L3VG5w8ul0g,O felca tá acabando com o Brasil mano,0.0,2026-03-18T13:27:18Z,2026-03-18T13:27:18Z,0.0,pt,O felca tá acabando com o Brasil mano,Negativo
-51adwKMOrU,UgzC_W6rTo-DDjyjNpd4AaABAg,@mihh_nini-r3g,UCVjPeCwRCiYfVbA2-wCUi2A,Eita como copia a DUDINHA,0.0,2025-09-25T19:25:29Z,2025-09-25T19:25:45Z,0.0,pt,Eita como copia a DUDINHA,Negativo
AMHtogSOLZk,UgwICAge1buUPekexY54AaABAg,@anaesmeralda100,UCIYsd52FfJQetvNsgs3C4dA,"Cara presidente Nacional do PT, poderia se manifestar quanto aos deputados do PT, que votaram a favor da PEC da blindagem? Obg",0.0,2025-09-19T22:11:31Z,2025-09-19T22:11:31Z,0.0,pt,"Cara presidente Nacional do PT, poderia se manifestar quanto aos deputados do PT, que votaram a favor da PEC da blindagem? Obg",Neutro
E7K-KhpwyL0,UgwuosczRArkT-2c1-V4AaABAg,@nanimuniz890,UC7b3KiAz6HiVR_84UUeioOQ,"O Lula falando toda a verdade, escraxada, os esquerdistas escancarando a verdadeira face. E os caras procurando mensagem subliminar numa foto conceitual de revista. Meu Deus esse país nunca mais vai sair do buraco.",0.0,2025-09-20T10:55:21Z,2025-09-20T10:55:21Z,0.0,pt,"O Lula falando toda a verdade, escraxada, os esquerdistas escancarando a verdadeira face. E os caras procurando mensagem subliminar numa foto conceitual de revista. Meu Deus esse país nunca mais vai sair do buraco.",Negativo
WBW52NmiY4I,UgzMO_tny0x1hg5gmNN4AaABAg,@juniorrodrigues7178,UCnCEdiWOA5AaE-p7EWUpdXw,enaldinho me nota por favor,3.0,2026-01-28T23:36:23Z,2026-01-28T23:36:23Z,0.0,pt,enaldinho me nota por favor,Neutro
IHHXZzGOv4E,UgzFtgMaj2H8wgpwpBt4AaABAg,@alinemurilla7377,UCiUUa2pqWQL_HBG03yP0phA,O zoo da turma  do problems,0.0,2026-02-20T17:51:18Z,2026-02-20T17:51:18Z,0.0,pt,O zoo da turma do problems,Neutro
Ma0CiusViCE,UgwpfKoA3MO9Ns_IenF4AaABAg,@wtfviniiz,UCWd4gNGx9Opso1xScdor_wg,"eu concordo muito com a ideia, mas o problema tá na execução...",0.0,2026-02-09T16:39:39Z,2026-02-09T16:39:39Z,0.0,pt,"eu concordo muito com a ideia, mas o problema tá na execução...",Neutro
qngTfgSIcqY,Ugzp-uxWd0FuPP3Ixcx4AaABAg,@alexandracaseira5589,UC2uiR6ii7DfC-LsST-_St1A,Cuitado do ziggy,0.0,2026-01-04T22:39:17Z,2026-01-04T22:39:17Z,0.0,pt,Cuitado do ziggy,Neutro
nH84VfHnWYE,Ugw8tc7at2zT6tYOLDh4AaABAg,@joanamaria3022,UCEHJDrgcDeIiQIqHPzrqteA,Cinco anos que já sei tudo quando descobri uma semana chorando desesperada de tanta maldade é só procurar YouTube Luciano Cesar era de aquários falou tudo sobre crianças.,0.0,2025-08-11T01:58:42Z,2025-08-11T01:58:42Z,0.0,pt,Cinco anos que já sei tudo quando descobri uma semana chorando desesperada de tanta maldade é só procurar YouTube Luciano Cesar era de aquários falou tudo sobre crianças.,Neutro
54T7RZbXwmg,UgyKP4uKVM4614DZdEJ4AaABAg,@karlaknierim8855,UC2-pQE84NYZb9b0U8Na6OAg,"Vai se ferrar né, no SUS colocamos na cara e coragem 😂",0.0,2025-10-09T15:06:38Z,2025-10-09T15:06:38Z,0.0,pt,"Vai se ferrar né, no SUS colocamos na cara e coragem 😂",Negativo
9ylhmsiOrPI,UgwFeu-TS4NrhWEkKj94AaABAg,@roronoa.zoro.244,UC0HOLjgGJYt7sb-jbQ-2Jeg,o sbt fez noticia por causa do chat,0.0,2026-01-16T18:10:18Z,2026-01-16T18:10:18Z,0.0,pt,o sbt fez noticia por causa do chat,Neutro
AIEihV-eiCA,UgwivG0-byc8keAQuYx4AaABAg,@somososaldaterraclaumarchioro,UCea-Zc2fjmgNuxiv3TiIr8g,Deus guarde o Matheus,0.0,2025-11-30T04:14:43Z,2025-11-30T04:14:43Z,0.0,pt,Deus guarde o Matheus,Positivo
Q0d9PKzl2h8,Ugy-q79pQz7kFWSlti54AaABAg,@guizin_oficialmc,UCyZUwJgE3QrbNoD-MOoNKdQ,"Na vdd o felca tava certo mais agr ele fez merda agr ele processou o Roblox e por culpa dele o Roblox vai ser banido do Brasil dia 1 de março tudo culpa dessas crianças boateiras e por causa delas e do felca o Roblox vai ser banido tá vendo fez merda levou merda de volta quem concorda comigo 
👇",0.0,2026-01-26T21:33:27Z,2026-01-26T21:33:27Z,0.0,pt,Na vdd o felca tava certo mais agr ele fez merda agr ele processou o Roblox e por culpa dele o Roblox vai ser banido do Brasil dia 1 de março tudo culpa dessas crianças boateiras e por causa delas e do felca o Roblox vai ser banido tá vendo fez merda levou merda de volta quem concorda comigo 👇,Negativo
fQ35nbOTpLc,Ugznysvu-zsWuKCIlF94AaABAg,@JoaoLucas-zg6gv,UC-i_lI1-Qr2Jd8Srb5wwRVw,"Negão, não tem nada haver a família dela com a dos outros",0.0,2025-10-09T08:08:52Z,2025-10-09T08:08:52Z,0.0,pt,"Negão, não tem nada haver a família dela com a dos outros",Neutro
cuUJ7iPnSNo,UgyjoTsroH5N3jUKVHJ4AaABAg,@cookie-n4g5,UCkv99Tn4UUNH4d7KTOtP7NA,Oxeeeeeeeee;----------; ela morreu kkkk,1.0,2025-10-29T01:02:25Z,2025-10-29T01:02:25Z,0.0,pt,Oxeeeeeeeee;----------; ela morreu kkkk,Neutro
WRTKQeFUmPg,Ugw5TnyIrmyej3lsOgN4AaABAg,@Carlacarla-y6b,UCDay_ZqnVEAV92vo6fEuPjQ,Um óculos de mergulho com etiqueta da loja dos 10 reais da esquina que não me servia aí fui pedir pro meu pai ajustar e ele quebrou o óculos ;-;,0.0,2025-12-28T00:28:35Z,2025-12-28T00:28:35Z,0.0,pt,Um óculos de mergulho com etiqueta da loja dos 10 reais da esquina que não me servia aí fui pedir pro meu pai ajustar e ele quebrou o óculos ;-;,Neutro
3ZnpeSX8T_U,UgzKMk4_KnTprLVuGch4AaABAg,@DaniDr4ws-r5s,UCf44vew8m51TBte9mB1epdQ,"O maluco cuspiu na cara do próprio público, e tem retardado que viu esse vídeo que fala ""felca você é necessário""🐒, e também não é culpa da poha do celular se a criança tem pais de merda que não vem oque ela tá fazendo na internet PQP, celular não é babá de criança",1.0,2026-03-23T11:37:49Z,2026-03-23T11:40:01Z,0.0,pt,"O maluco cuspiu na cara do próprio público, e tem retardado que viu esse vídeo que fala ""felca você é necessário""🐒, e também não é culpa da poha do celular se a criança tem pais de merda que não vem oque ela tá fazendo na internet PQP, celular não é babá de criança",Negativo
4zkB9JjBM40,UgwiL36otW0l-eb9IQ54AaABAg,@TakidaKoGaMa,UCO_s12n9Qi3C5VD551Zc1DA,4:12 as galinhas escutam música clássica tem passeio semanais para museus históricos e fazem pilates todas as sextas,9.0,2025-11-29T18:54:11Z,2025-11-29T18:54:11Z,0.0,pt,4:12 as galinhas escutam música clássica tem passeio semanais para museus históricos e fazem pilates todas as sextas,Neutro
OFSYcbklOV0,Ugz58hBRsJ4d1mkZ2od4AaABAg,@anaalicemiguel9279,UC01Uu_imBHK6f2BW3MlWfHg,E daí tem pessoas que como se fala bolinho fácil daí que tu falou daí ele quer muitas pessoas só para vocês machucar ele ele quer que você se machucam ele,0.0,2026-02-03T00:56:09Z,2026-02-03T00:56:09Z,0.0,pt,E daí tem pessoas que como se fala bolinho fácil daí que tu falou daí ele quer muitas pessoas só para vocês machucar ele ele quer que você se machucam ele,Neutro
TAHIkTnFfkA,UgxqqzIWVOSdpBNpGCR4AaABAg,@Bin19ho,UC08ZplrcFahHTtAiFeVJr1w,Blogs tirou leite de pedra! Que entrevista SEM GRAÇA,0.0,2025-09-30T08:27:55Z,2025-09-30T08:27:55Z,0.0,pt,Blogs tirou leite de pedra! Que entrevista SEM GRAÇA,Negativo
