,arquivo,duracao_segundos,frequencia_amostragem,amplitude_media,amplitude_maxima,amplitude_ratio (mean/max),snr_estimado_db,zero_crossing_rate,regioes_silencio,silencio/tempo,cluster,resposta_1,resposta_2,resposta_3,classificacao
4552,hRl_NqKfQNg,18.54114583333333,48000,0.046152726,0.5559391,0.0830175951123237,31.920258,0.0564362151380103,1,0.05393409927245148,42,Boa,Boa,Boa,Boa
4558,h6GpJiv324E,59.837833333333336,48000,0.039289,0.47423548,0.0828470289707183,23.560715,0.0454453194630124,2,0.0334236700860938,42,Boa,Boa,Boa,Boa
4564,1jSttSUAW_s,60.1396875,48000,0.08326702,0.9680357,0.0860164761543273,26.275593,0.0397201513732488,6,0.09976772825765015,17,Boa,Boa,Boa,Boa
4575,XCShq3rKqGU,78.0190625,48000,0.01855125,0.4258396,0.0435639396309852,57.824688,0.0407805958433014,0,0.0,78,Boa,Boa,Boa,Boa
4593,3oYG5m_lecc,11.7493125,48000,0.062078565,1.0070393,0.0616446286439895,25.00163,0.0427853122164246,0,0.0,53,Boa,Boa,Boa,Boa
4633,b7E1xIF0H_8,89.44327083333333,48000,0.033871386,0.7335228,0.0461763255298137,23.521656,0.0446419255306463,7,0.07826189644879658,25,Boa,Boa,Boa,Boa
4641,DAUmkBezS6A,57.728,48000,0.05425641,0.83778954,0.0647613853216171,33.92903,0.0357884988973305,0,0.0,48,Boa,Boa,Boa,Boa
4661,664fo-LZlk0,62.80533333333333,48000,0.07624512,0.9270954,0.0822408571839332,27.221874,0.0670551358995585,0,0.0,56,Ruim,Boa,Boa,Boa
4665,QPQ5lHe0T2A,28.01489583333333,48000,0.047898233,0.850144,0.05634131655097,25.288965,0.0473673703963646,0,0.0,12,Boa,Boa,Boa,Boa
4709,Q4VkJuopsmY,64.65597916666667,48000,0.116408594,1.0034595,0.116007275879383,26.291298,0.0403460304715852,0,0.0,20,Boa,Ruim,Boa,Boa
4724,Blk6Vhs7ZCI,32.74014583333334,48000,0.06481947,0.66742265,0.0971190705895423,24.41271,0.038946075936482,0,0.0,22,Boa,Boa,Boa,Boa
4736,tN8l5SO9EhA,112.80254166666668,48000,0.060509335,0.93016434,0.0650523081421852,33.661205,0.0650564589045953,39,0.3457368905325345,54,Boa,Boa,Boa,Boa
4740,ix5gYBPpajk,73.70014583333334,48000,0.036710944,0.5113933,0.0717861279845237,23.281385,0.1024431728247105,0,0.0,14,Boa,Boa,Boa,Boa
4755,edx4GT7srfk,57.36533333333333,48000,0.046475712,0.5590818,0.0831286460161209,26.494576,0.0590440871037832,3,0.052296392711045,42,Boa,Boa,Boa,Boa
4766,8tNFHn-stgI,51.15733333333333,48000,0.070064515,0.81349564,0.0861277058720588,40.219288,0.0315603542904419,1,0.01954753961634696,48,Boa,Boa,Boa,Boa
4820,fM7yEPVyAzo,113.522375,48000,0.11303893,1.0500479,0.1076512113213539,25.482521,0.0394536113084891,3,0.026426508430606743,20,Boa,Boa,Boa,Boa
4827,j_2dz_7firo,107.52,48000,0.078888394,0.9997543,0.0789077803492546,36.853153,0.0610681894622309,24,0.22321428571428573,24,Boa,Boa,Boa,Boa
4831,_kk7jVtacT8,42.608625,48000,0.076829195,0.9261428,0.0829560980200767,49.547935,0.0326259875625782,0,0.0,61,Ruim,Ruim,Ruim,Ruim
4843,_9PLQWVjpOg,106.27775,48000,0.120994344,1.0791086,0.1121243461966514,32.219025,0.0689297878613006,25,0.23523268040582343,63,Boa,Boa,Boa,Boa
4850,AZKOb34JJk0,61.5445,48000,0.17255645,1.308044,0.1319194585084915,27.702085,0.0588371290077989,0,0.0,36,Boa,Boa,Boa,Boa
4862,g-dsRrbQBZ0,53.91675,48000,0.07615197,0.91268843,0.083436980843544,25.23272,0.0696231106268546,0,0.0,56,Boa,Boa,Boa,Boa
4894,KRVqQRypVns,36.838458333333335,48000,0.043018065,1.0036588,0.0428612455725669,25.367363,0.0896869741151563,4,0.10858217691429811,8,Boa,Boa,Boa,Boa
4902,AH8nV0Ac-yQ,78.80854166666667,48000,0.101979315,0.9799439,0.1040664836764335,25.032402,0.0659703719210989,2,0.025377959770646687,76,Boa,Boa,Boa,Boa
4903,srKVTXG0lPE,60.97560416666666,48000,0.06458518,0.9725123,0.0664106532931327,22.882336,0.0483952739636172,0,0.0,12,Boa,Boa,Boa,Boa
4917,N3nRrF5-__Q,60.17452083333333,48000,0.05882166,0.7377826,0.0797276347875595,22.4034,0.0489259197204005,0,0.0,22,Boa,Boa,Boa,Boa
4939,40oORG8YO2s,99.89225,48000,0.06080758,1.189284,0.0511295720934867,21.415787,0.0472080114622263,2,0.020021573245171672,12,Ruim,Ruim,Boa,Ruim
4951,LTD6nuwX-V0,32.449895833333336,48000,0.031238914,0.5000085,0.0624767616391181,22.288204,0.0513548962269963,0,0.0,42,Boa,Boa,Boa,Boa
4954,ooNIvbOc9Hc,39.28897916666666,48000,0.16643226,1.177562,0.1413363069295883,29.25619,0.0321715579617942,1,0.02545243020333841,4,Ruim,Ruim,Ruim,Ruim
4958,bDib4lEnxJ0,94.11047916666666,48000,0.015282726,0.33643362,0.0454256795346736,34.65174,0.0753711335961407,17,0.18063875724076955,68,Boa,Boa,Boa,Boa
4981,rsejCxNfPIs,43.07302083333333,48000,0.055366702,0.9656177,0.0573381185531616,29.286585,0.0463344935705001,14,0.3250294437014663,52,Boa,Boa,Boa,Boa
4982,sNKNUVmEdhY,107.58966666666667,48000,0.025913198,0.47699833,0.0543255507946014,34.81276,0.0570063881728958,33,0.3067209056631833,34,Boa,Boa,Boa,Boa
4983,g8LZyE7AUME,71.47102083333333,48000,0.016728945,0.48093614,0.0347841307520866,46.684986,0.0538168131388971,0,0.0,78,Boa,Boa,Boa,Boa
5012,F3MdUhut0Og,59.73333333333333,48000,0.024106143,0.48543042,0.0496593154966831,26.816864,0.0376447321069898,20,0.3348214285714286,19,Boa,Boa,Boa,Boa
5129,YoCm8ZIKKY0,35.64264583333333,48000,0.06004212,0.9657565,0.0621710754930973,25.697464,0.0577404997007779,0,0.0,12,Boa,Boa,Boa,Boa
5150,6KdHgf21lVQ,67.6861875,48000,0.10478121,1.1182326,0.0937025174498558,41.91553,0.0956147173170107,13,0.19206281931597935,8,Boa,Boa,Boa,Boa
5174,Kdi5GJYHSpA,72.841,48000,0.073738,0.9061986,0.0813706815242767,30.085905,0.0577665533707351,0,0.0,56,Boa,Boa,Boa,Boa
5193,q_0fdFZDB3Q,34.911208333333335,48000,0.06381295,0.6699605,0.0952488258481025,25.397629,0.040576127119615,0,0.0,22,Boa,Boa,Boa,Boa
5251,MCl3qzYC8NQ,66.67610416666666,48000,0.018686306,0.29212514,0.0639667883515358,27.831785,0.0589346329587266,8,0.1199830149044526,68,Ruim,Boa,Boa,Boa
5252,Xhux5c1XPWM,34.586125,48000,0.04161043,0.57910514,0.0718529820442199,29.128181,0.0209793810707678,2,0.057826657366212605,9,Ruim,Ruim,Ruim,Ruim
5271,LrRn_1iLdAM,54.90358333333333,48000,0.080655925,0.97924936,0.0823650509119033,29.743004,0.06663862938277,0,0.0,56,Boa,Boa,Boa,Boa
5276,jIz3mV1QJvY,66.68772916666667,48000,0.07516361,0.7759725,0.096863754093647,25.76031,0.0403617717330454,0,0.0,22,Boa,Boa,Boa,Boa
5280,HmE8Kgh8IJ8,34.96927083333333,48000,0.033665895,0.5656756,0.0595144890248775,20.339594,0.0510245716110094,0,0.0,42,Boa,Boa,Boa,Boa
5281,jAzSywkcw-w,18.73852083333333,48000,0.16407919,1.164504,0.1409004926681518,49.14451,0.077829029862692,0,0.0,58,Boa,Boa,Boa,Boa
5300,bI4Po0qF2yc,47.3919375,48000,0.0702032,1.0070797,0.0697096735239029,37.85697,0.0375172101831532,0,0.0,53,Ruim,Ruim,Ruim,Ruim
5320,1m5fIvealEk,5.027125,48000,0.05697157,0.37466228,0.1520611345767974,51.02732,0.0385442184189618,0,0.0,50,Boa,Ruim,Ruim,Ruim
5330,rlM7Nf61fw8,62.902875,48000,0.02149773,0.51475006,0.0417634323239326,32.39136,0.0362449069070023,18,0.28615544202073434,19,Boa,Boa,Boa,Boa
5333,sLeYpfSlmqM,75.6041875,48000,0.05117127,0.9699197,0.0527582541108131,24.484581,0.0650330278728132,0,0.0,77,Boa,Boa,Boa,Boa
5338,C_Bco5uEC5k,36.39729166666667,48000,0.21099988,1.0828645,0.1948534399271011,31.948946,0.0592299605826985,0,0.0,41,Boa,Boa,Boa,Boa
5339,NTGin0rn-bY,74.76827083333333,48000,0.11409773,0.9564742,0.1192899197340011,34.182247,0.0305570724857346,0,0.0,20,Boa,Boa,Ruim,Boa
5341,TePZ6Y5udvE,44.55910416666666,48000,0.08443054,1.087147,0.0776624828577041,33.920883,0.0585139280531953,0,0.0,1,Boa,Boa,Boa,Boa
5346,AVoNrbd9e0U,71.04,48000,0.03240648,0.3578169,0.0905672088265419,31.388851,0.0475811422130686,19,0.2674549549549549,19,Boa,Ruim,Boa,Boa
5350,LxRjiKFHSl8,55.77433333333333,48000,0.06640543,0.98805547,0.0672082006931305,27.075447,0.0540641920360011,4,0.07171757618498353,12,Boa,Boa,Ruim,Boa
5378,rdWAtu4Kl6I,10.704979166666666,48000,0.056416713,0.46008614,0.1226220652461052,30.145891,0.0740018441857569,0,0.0,21,Boa,Boa,Boa,Boa
5384,lZB8ZjpliLQ,93.34422916666666,48000,0.06946823,0.7454401,0.0931908935308456,36.564148,0.0672571157842493,19,0.20354766619878975,67,Boa,Boa,Boa,Boa
5393,i0gBrNpJlCQ,89.00210416666667,48000,0.046247397,0.8339686,0.0554546043276786,27.406528,0.0742122544081076,11,0.12359258360230715,64,Boa,Boa,Boa,Boa
5407,tX1lgSLn_0w,10.936604166666667,48000,0.17270808,0.8047595,0.2146083116531372,41.939125,0.010940165082846,0,0.0,26,Ruim,Ruim,Ruim,Ruim
5409,NQBQgj_f_Dk,34.70222916666667,48000,0.10984734,0.47498292,0.2312658727169037,54.21736,0.0387731926090964,0,0.0,26,Boa,Boa,Boa,Boa
5422,Ds6FyUFToag,36.17670833333333,48000,0.102685384,0.8125543,0.1263735592365265,35.816147,0.0441858543539946,0,0.0,22,Boa,Boa,Boa,Boa
5432,8_5pJeNzCOw,50.689166666666665,48000,0.004661136,0.09887831,0.0471401251852512,29.362223,0.0597690973135388,14,0.27619313791572825,34,Boa,Boa,Boa,Boa
5462,L0KcOFPcBl8,47.27583333333333,48000,0.040156513,0.6104726,0.0657793879508972,30.434387,0.0483233217135686,0,0.0,42,Ruim,Boa,Boa,Boa
5477,QbRWBTX46Q4,60.34866666666667,48000,0.018210486,0.35522008,0.051265362650156,26.817638,0.0662389157222075,7,0.11599262065994277,68,Boa,Boa,Boa,Boa
5521,0KEP-Bhphk8,57.202375,48000,0.023172768,0.5570477,0.0415992513298988,36.12552,0.0626560533400149,22,0.38459941567111505,34,Boa,Boa,Boa,Boa
5532,9fFeE71W1NE,33.889541666666666,48000,0.06350163,0.6539035,0.097111627459526,81.47208,0.0369485095283983,0,0.0,73,Boa,Boa,Boa,Boa
5541,nLMne5MrFfc,27.434666666666665,48000,0.0736634,1.1838481,0.0622236877679824,29.167686,0.0396507906626506,13,0.47385303265940903,52,Ruim,Ruim,Ruim,Ruim
5572,mMcIhob5y-0,55.39120833333333,48000,0.040054355,0.27028006,0.148195743560791,36.687626,0.0587529373976988,0,0.0,50,Boa,Boa,Boa,Boa
5573,H4FFqyX9t1o,34.5396875,48000,0.11109292,1.1021577,0.1007958427071571,25.513779,0.0380122204480549,0,0.0,20,Boa,Ruim,Boa,Boa
5577,658JlkFqQkM,27.8186875,48000,0.054702207,0.54958785,0.0995331481099128,26.774284,0.0586229458125718,0,0.0,21,Boa,Boa,Boa,Boa
5649,8wOcuoIk1B0,17.322104166666666,48000,0.04710664,0.42399552,0.1111017316579818,40.437897,0.0443942065309421,0,0.0,9,Boa,Boa,Boa,Boa
5654,d5ATJS1jNUQ,39.54358333333333,48000,0.06227657,0.99145365,0.0628133937716484,30.398142,0.0610920433859223,11,0.27817408218358225,54,Boa,Boa,Boa,Boa
5716,A6LE8YrwaAw,14.315104166666666,48000,0.10619435,1.0340446,0.1026980280876159,25.759315,0.0416060708302308,1,0.06985628524649809,1,Boa,Boa,Boa,Boa
5733,JWDVprVIJSc,25.8554375,48000,0.20900436,1.1017656,0.1896994709968567,34.352215,0.0445905125180486,0,0.0,41,Ruim,Ruim,Ruim,Ruim
5747,13AhOVVGV2g,55.77433333333333,48000,0.018524798,0.6743819,0.0274692978709936,23.257977,0.0247563916379804,18,0.3227290928324259,19,Boa,Ruim,Boa,Boa
5757,UV5wLInXoHg,13.305041666666666,48000,0.02397945,0.44751766,0.0535832457244396,39.196186,0.0378907032502003,0,0.0,70,Boa,Boa,Boa,Boa
5775,tZtLY-78C2Y,11.609979166666667,48000,0.029118398,0.3243185,0.0897833406925201,31.994064,0.0334084811179981,0,0.0,70,Boa,Ruim,Ruim,Ruim
5798,9EUEoBBKsDw,35.84,48000,0.0157721,0.23999575,0.0657182484865188,22.968199,0.0534505983152335,0,0.0,0,Boa,Boa,Boa,Boa
5799,fFRL-UzCHkQ,33.73860416666667,48000,0.109842345,1.0331705,0.1063157990574836,32.592842,0.0309539129189061,0,0.0,20,Boa,Ruim,Boa,Boa
5806,SfFEO3YJgt4,5.526354166666667,48000,0.07926646,0.8674958,0.0913738831877708,29.446175,0.0697470721941233,1,0.18095112434735075,67,Boa,Boa,Boa,Boa
5818,V1BhQ7RiNr0,116.6570625,48000,0.022280712,0.7512622,0.0296577047556638,16.376852,0.0541860038601764,0,0.0,25,Ruim,Ruim,Ruim,Ruim
5835,rEbVV_tRFG0,60.766625,48000,0.026687467,0.44134498,0.0604684986174106,26.792435,0.0491752443720379,4,0.065825607395507,42,Boa,Boa,Boa,Boa
5840,OQQx_jcnLuk,19.818666666666665,48000,0.04322348,0.48220968,0.089636281132698,39.837128,0.0579526017852339,3,0.1513724434876211,46,Boa,Boa,Boa,Boa
5854,jJjkH_69P88,13.154125,48000,0.03950582,0.9467967,0.0417257696390152,39.9012,0.0725801984147082,4,0.30408712096015506,11,Boa,Ruim,Ruim,Ruim
5867,BSwLjwZS0-8,68.91683333333333,48000,0.11339795,1.0915015,0.1038917079567909,27.205421,0.0772023215011221,2,0.029020486044773777,76,Boa,Boa,Boa,Boa
5869,OQUsxgMpvao,42.64533333333333,48000,0.06279142,0.8663585,0.0724774077534675,24.937313,0.0711098184702425,9,0.21104302151075538,11,Boa,Ruim,Boa,Boa
5971,Z0Dl5sC5kFk,71.27466666666666,48000,0.062261112,0.87049985,0.071523405611515,29.285507,0.0834037418870641,2,0.028060460939838373,16,Boa,Boa,Boa,Boa
5972,7fBik1k3ewc,72.44627083333333,48000,0.07155396,0.74055016,0.0966227054595947,35.23604,0.0658705209253533,12,0.16563999584749733,67,Boa,Boa,Boa,Boa
5982,6AsIGKWAWlk,51.42060416666666,48000,0.118454374,1.0500839,0.1128046810626983,27.509926,0.0556227393823895,0,0.0,1,Boa,Boa,Ruim,Boa
5985,3AdcEOx2pwM,80.01597916666667,48000,0.03712542,0.5242007,0.0708229169249534,31.169062,0.0517246182268061,0,0.0,42,Boa,Boa,Boa,Boa
6030,7u5ffm7TbUA,45.54666666666667,48000,0.02558289,0.43894982,0.0582820363342762,28.273201,0.0514294716547646,11,0.24151053864168617,19,Boa,Boa,Boa,Boa
6038,sVtWH_e3uc0,60.11647916666666,48000,0.020320555,0.34013093,0.059743333607912,23.643524,0.0376864582871274,0,0.0,70,Boa,Boa,Boa,Boa
6041,3ugPbp0tIA0,90.99902083333332,48000,0.11308355,1.3859308,0.0815939381718635,22.68856,0.0671929825766233,0,0.0,76,Boa,Boa,Boa,Boa
6058,rCQ52_ehuW4,58.52589583333334,48000,0.060929563,1.1131375,0.0547367818653583,23.68757,0.0495236610397302,4,0.06834581415705226,12,Boa,Boa,Ruim,Boa
6088,kLgoxukK-mY,74.17614583333334,48000,0.16429426,1.0893438,0.1508194804191589,34.16867,0.0569793679232566,4,0.05392569208148958,36,Boa,Boa,Boa,Boa
6089,0OLd4PC23Xo,114.70658333333331,48000,0.15613098,1.2728829,0.1226593405008316,29.61051,0.0594583901193741,1,0.008717895441921019,36,Boa,Boa,Boa,Boa
6120,cCPCPeFMsUM,49.3191875,48000,0.12445025,1.0674794,0.1165832877159118,36.849262,0.0676591602576232,1,0.02027608423192292,76,Boa,Boa,Boa,Boa
6121,RCnuuQats2E,64.17995833333333,48000,0.06837699,1.0085484,0.0677974298596382,34.32577,0.0467924701626641,1,0.015581188052604689,53,Boa,Boa,Boa,Boa
6133,DB1qZ9LTtac,67.37066666666666,48000,0.11508088,1.1326332,0.1016047149896621,26.522205,0.0544168080675162,0,0.0,1,Boa,Boa,Boa,Boa
6135,gV1SuOHxd9U,62.96091666666667,48000,0.06775998,0.9657935,0.070159912109375,28.884274,0.053019502133449,9,0.14294582220981006,24,Boa,Boa,Boa,Boa
6142,bKwP1Isg6o0,16.533333333333335,48000,0.030033814,0.6325447,0.0474809370934963,31.907253,0.0394069098565441,8,0.48387096774193544,65,Ruim,Boa,Boa,Boa
6176,BzpOknkbuWI,25.704979166666668,48000,0.111338295,0.96410364,0.1154837384819984,30.42269,0.0398520568594398,0,0.0,20,Boa,Boa,Boa,Boa
6178,ltzRTHA34Ms,44.930625,48000,0.101649635,0.94212645,0.1078938320279121,30.841915,0.055892267052872,6,0.1335392062763427,63,Boa,Boa,Boa,Boa
6210,OkuGLUkSsjk,18.866229166666667,48000,0.05005164,0.57249427,0.0874273255467414,25.369617,0.0486426388496325,0,0.0,42,Boa,Boa,Ruim,Boa
6246,Fu2zqznGAWM,18.304,48000,0.11357028,0.87226367,0.1302017718553543,42.49388,0.066390040313774,0,0.0,28,Boa,Boa,Boa,Boa
6253,p1iJU2Sa4A8,13.606895833333333,48000,0.20539749,1.0247273,0.2004411071538925,35.873188,0.0273181114077194,0,0.0,4,Ruim,Ruim,Ruim,Ruim
6254,PYcultFmZLk,15.836020833333333,48000,0.24869452,1.2113328,0.2053065150976181,46.316647,0.0919935027356902,0,0.0,32,Boa,Boa,Boa,Boa
6279,AuMHPoqLCIY,87.04,48000,0.07567737,0.93008196,0.0813663452863693,26.458864,0.0576656506555569,9,0.10340073529411764,24,Ruim,Boa,Ruim,Ruim
6326,rmDYbAOYTGo,26.935166666666667,48000,0.14952146,1.0918505,0.1369431614875793,27.64656,0.0340358706947743,0,0.0,20,Boa,Boa,Ruim,Boa
6327,BINKRHXaK_A,74.52445833333333,48000,0.046977524,0.33463794,0.1403831392526626,37.690414,0.0648756451713897,0,0.0,21,Boa,Ruim,Boa,Boa
6339,Ij62mIP5GrE,54.18377083333333,48000,0.15592468,0.90796924,0.171729028224945,32.461468,0.0644704263041338,0,0.0,58,Boa,Boa,Boa,Boa
6343,uAwtn_yG0aY,15.168,48000,0.086440586,0.5298307,0.1631475538015365,60.40848,0.0433702180692199,0,0.0,55,Ruim,Ruim,Ruim,Ruim
6373,2QsIouJveHU,13.200979166666666,48000,0.27440712,0.911419,0.3010767996311188,41.42457,0.0208738262318255,0,0.0,57,Boa,Ruim,Boa,Boa
6380,_Vhsxe-2Wzg,97.70958333333331,48000,0.033683512,0.96545357,0.0348887965083122,24.060635,0.074776747642861,12,0.12281292776638254,64,Ruim,Boa,Ruim,Ruim
6381,NgbhjFxsNBg,88.896,48000,0.08337288,0.423746,0.1967520266771316,30.63092,0.0613543697510497,0,0.0,18,Boa,Ruim,Boa,Boa
6409,heo3OeJUzUA,57.94133333333333,48000,0.0688305,0.9570311,0.0719208568334579,30.469059,0.05510585987829,12,0.20710603829160532,24,Boa,Boa,Boa,Boa
6439,aUm9JscTzN8,32.53333333333333,48000,0.042722303,0.7409408,0.0576595366001129,30.621702,0.0603212189650934,11,0.33811475409836067,11,Boa,Boa,Boa,Boa
6448,bJkJbv5uknY,70.32164583333333,48000,0.044230886,0.4544837,0.0973211750388145,30.280682,0.0518001010778477,10,0.14220372520433638,46,Boa,Boa,Boa,Boa
6454,SljXMWr9Txo,7.639375,48000,0.038861364,0.55216324,0.0703802108764648,31.91092,0.0317110410129009,0,0.0,9,Boa,Boa,Ruim,Boa
6494,R4rbk0fv5bo,43.92097916666667,48000,0.10512338,1.0139868,0.1036733165383338,36.936935,0.0337305351505585,0,0.0,20,Boa,Ruim,Boa,Boa
6501,5vXxIrcbGDk,64.87466666666667,48000,0.09498992,1.0156517,0.0935260728001594,22.923214,0.0529612977509041,0,0.0,1,Boa,Boa,Boa,Boa
6506,57x8z-Eng-w,55.9786875,48000,0.061035458,0.96394753,0.0633182376623153,28.01233,0.0574064888847875,6,0.10718364913432456,64,Boa,Boa,Boa,Boa
6510,lAGnxoZZvqs,46.14966666666667,48000,0.11420317,1.170541,0.0975644290447235,27.202953,0.0290817920181419,6,0.1300117732883589,35,Ruim,Ruim,Ruim,Ruim
6528,hxFdMVpJ-vA,22.848,48000,0.033300985,0.77715933,0.0428496226668357,29.54916,0.0435315380016332,4,0.1750700280112045,2,Boa,Boa,Boa,Boa
6533,8b3ctmdSZf0,31.706854166666663,48000,0.03374238,0.5720321,0.0589868649840354,23.920898,0.0341583364867137,7,0.220772453905537,60,Boa,Boa,Boa,Boa
6540,iBNS0wu6v3E,27.712020833333334,48000,0.022613391,0.6142924,0.0368120968341827,23.874166,0.0404831936562139,4,0.1443416928724523,60,Boa,Ruim,Boa,Boa
6554,gjeUMCj7jFs,78.66920833333333,48000,0.04406516,0.7481097,0.0589020028710365,22.73636,0.0468287933415808,1,0.01271145370832828,25,Boa,Boa,Boa,Boa
6556,ef6dQF2QmKA,25.01952083333333,48000,0.021704882,0.48062462,0.045159738510847,23.928997,0.0472714943654092,0,0.0,42,Boa,Boa,Boa,Boa
6559,SlbI3kZpdbU,110.144,48000,0.05747908,0.90822923,0.0632869750261306,30.364199,0.0507960019850876,19,0.17250145264381173,24,Boa,Boa,Boa,Boa
6581,EtyXqKylzcQ,15.267125,48000,0.11582227,0.8385514,0.1381218433380127,36.262115,0.0421879091742318,0,0.0,20,Ruim,Ruim,Ruim,Ruim
6583,CiYhsXf8Hec,104.06022916666667,48000,0.039963376,0.5373445,0.0743719786405563,32.25039,0.0534179487302685,15,0.14414728970061608,46,Boa,Boa,Boa,Boa
6584,72DXlNiF87s,46.753395833333336,48000,0.07518977,0.7992697,0.0940730944275856,24.442856,0.0536182709854014,0,0.0,22,Boa,Boa,Boa,Boa
6585,YMUKsmIgzKw,51.31610416666667,48000,0.07944792,1.036135,0.0766771882772445,34.22449,0.0705101062344107,16,0.31179295973120846,54,Boa,Boa,Boa,Boa
6597,XqrJcU9Rfbw,16.207541666666668,48000,0.028588545,0.71752346,0.0398433580994606,23.909475,0.0850296823601973,2,0.12339934341266025,30,Boa,Boa,Boa,Boa
6605,1vGz4t5FH2c,47.6,48000,0.021407783,0.5878349,0.0364180207252502,49.7669,0.0308260497773358,2,0.04201680672268907,70,Ruim,Ruim,Ruim,Ruim
6606,REhRsitMa7E,102.1678125,48000,0.052951857,0.87367016,0.0606085211038589,21.73185,0.0434206357168023,1,0.009787818448202559,25,Boa,Boa,Boa,Boa
6628,ClO8N0AG0Dc,34.168166666666664,48000,0.14618444,1.0411441,0.1404075026512146,41.57354,0.0607894916510611,0,0.0,36,Boa,Boa,Boa,Boa
6659,1kLGgjR0fPw,47.426770833333336,48000,0.1463723,1.0377892,0.1410424262285232,58.408417,0.0423108275241736,3,0.06325541349932022,61,Boa,Ruim,Boa,Boa
6675,f7U-ZQ4dRRA,88.04266666666666,48000,0.083586335,1.0438426,0.0800756141543388,24.392582,0.0507642740195336,0,0.0,1,Boa,Boa,Boa,Boa
6711,K5nI_PPRI_g,52.88345833333333,48000,0.11349514,0.89137065,0.1273265331983566,30.07449,0.042392424490722,0,0.0,20,Boa,Boa,Boa,Boa
6729,CFqfVFANWwg,99.78777083333334,48000,0.056092914,0.9638866,0.0581945143640041,31.121078,0.0518597378186457,16,0.1603402888588761,24,Boa,Boa,Boa,Boa
6781,IM_ps-Fbxak,43.537416666666665,48000,0.08837704,1.0150605,0.0870657861232757,29.071295,0.0756630194298138,0,0.0,76,Boa,Boa,Boa,Boa
6787,AD0y6PBpyX4,23.487,48000,0.07854532,1.0543704,0.0744949951767921,23.851395,0.0523197129030426,2,0.08515348916421851,1,Boa,Boa,Boa,Boa
6800,BD8mjgn0LMA,63.25116666666667,48000,0.13522923,1.1779232,0.114803098142147,24.666899,0.0441445773608768,0,0.0,36,Ruim,Boa,Boa,Boa
6824,XGYLx1LlgsY,88.65379166666666,48000,0.095105685,0.7653953,0.1242569535970687,28.799171,0.0759524069116939,0,0.0,16,Boa,Boa,Boa,Boa
6836,jVGgv-KeuGw,31.71845833333333,48000,0.060976245,0.9345554,0.0652462616562843,26.598377,0.0364127450928883,1,0.03152738350303386,48,Boa,Boa,Boa,Boa
6843,diiNz7u3QEs,42.00491666666667,48000,0.078926586,0.9974867,0.0791254490613937,35.540966,0.0669296210401853,11,0.26187410600743166,54,Boa,Boa,Boa,Boa
6848,CGLNlav1OXU,51.76897916666667,48000,0.025267247,1.0129994,0.0249430034309625,20.76728,0.0578978435954882,9,0.17384928474299483,64,Ruim,Boa,Boa,Boa
6867,a-fIf08RAEs,93.01333333333334,48000,0.061610986,1.0189838,0.0604631640017032,24.99544,0.0438088669769808,0,0.0,53,Boa,Boa,Boa,Boa
6882,TubXYVS2MR8,38.30133333333333,48000,0.08703699,0.6237385,0.139540821313858,31.043861,0.0440119395711501,0,0.0,55,Ruim,Boa,Ruim,Ruim
6887,_VyII-BeaqI,30.90577083333333,48000,0.07782391,0.9965004,0.078097216784954,32.31232,0.0410777974572981,4,0.12942566686237805,17,Boa,Ruim,Ruim,Ruim
6900,aywlLVTgZIA,60.488,48000,0.08971688,0.45799372,0.1958910822868347,33.713516,0.0450864148463674,0,0.0,55,Ruim,Boa,Boa,Boa
6922,BHUVd1k18Gs,60.00097916666667,48000,0.03283802,0.78983766,0.0415756590664386,22.853146,0.0544402349304568,10,0.1666639468036459,64,Boa,Boa,Boa,Boa
6925,hWMn4ONlyNY,106.81179166666666,48000,0.03520838,0.76009405,0.0463210865855217,34.947277,0.0994604623839125,43,0.4025772747468971,40,Ruim,Ruim,Ruim,Ruim
6927,da_RApZHnGI,32.9026875,48000,0.054746915,0.9141677,0.0598871670663356,21.222927,0.0568566716470826,0,0.0,12,Boa,Boa,Boa,Boa
6929,XOBcsId_6v0,45.6504375,48000,0.05235644,0.826812,0.0633232668042182,20.863714,0.0378217180198598,3,0.06571678529915513,25,Boa,Boa,Boa,Boa
6972,ShVmMUPaBo8,32.33379166666667,48000,0.10678116,0.8934821,0.1195112541317939,27.234632,0.0525332327568436,0,0.0,1,Boa,Boa,Boa,Boa
6975,iLChv3rvcaM,46.1380625,48000,0.053746708,0.6206701,0.0865946486592292,27.448402,0.0468148395963361,2,0.04334815750011176,22,Boa,Ruim,Boa,Boa
6977,Vfsy2eFM24s,38.5103125,48000,0.17255406,1.6061622,0.1074325293302536,30.100775,0.0629605610461091,5,0.12983535254355572,43,Boa,Boa,Boa,Boa
6989,HoZaufUaKxc,39.311395833333336,48000,0.05851303,0.97404057,0.0600724779069423,28.937428,0.0572224294628323,0,0.0,12,Boa,Boa,Boa,Boa
6996,ZtVw1-I4iVI,61.149770833333335,48000,0.08535088,1.0068378,0.0847712233662605,45.274433,0.0540397799744898,0,0.0,28,Boa,Boa,Boa,Boa
7011,XnCmonD4Ye8,39.148854166666666,48000,0.1279066,1.0670068,0.1198742166161537,30.552986,0.0448900855097384,1,0.025543531765776457,36,Boa,Boa,Ruim,Boa
